ID,Text,Age,Gender,Physical,Race,Religion,Others
369,Ok millennial? Nakakahiya ka talaga sa mga kapwa mo millennials typical peenoise,1,0,0,1,0,0
370,wag kang feeling! kala mo naman kagandahan,0,0,1,0,0,0
371,PUTANGINA MO ULY ANG PANGET PANGET MO MAMATAY NA NA GAGO ISAMA MO SI DIANA ABECIA JANA AND FEB BUONG PRETI LINERS MGA ULOL,0,0,1,0,0,0
372,Hoy USA mga gago kayo at mga protestant sira ulo lahat kayo i love catholic and russia and china bye usa bugok,0,0,0,1,0,0
373,Gago kang negro ka putang shet ng ina mo fuck you btch mother fucker ,0,0,1,1,0,0
374,"Pag Indian na maitim humahawak sa food, kadiri . Pero pag Japonesa na maputi, okay lang",0,0,1,1,0,0
375,oo na madaming nagkakagusto sayo pero hindi dahil maganda ka.. alam mo rason? dahil malaki suso mo tang,0,0,1,0,0,0
376,gago talaga to si muslim amputa hahaha,0,0,0,1,1,0
377,bumili ate ko ng cake tapos nagtanong kami ano meron bakit may pa cake tapos sumagot kuya ko baka buntis daw si ate kambal babae jowa niya mga tarantado din talaga mga kapatid ko eh,0,1,0,0,0,0
378,"ingay talaga ng babaeng tinutukoy ko rito. deserve na deserve mong gaguhin ka ng mga lalake, tangina mo HAHAHA. No boys daw, ulol pokpok",0,1,0,0,0,0
379,Mga babae nga naman talaga maghahanap ng gwapo tapos pagniloko sasabihin lahat ng lalake pare-pareho ulol pakyu(di ko nilalahat ng babae wag maging defensive) isipin niyo yung mga lalaking seryoso nasa tabi niyo na maghahanap pa kayo ng manloloko ayos yan.,0,1,1,0,0,0
380,PUTANG INA! MAY DSWD REGIONAL OFFICE NA AKONG IPAPAHIYA SA TULFO O KUNG SAAN! LAGI NA LANG SA BAYAN NAMIN NAPAPAPADPAD ANG MGA BADJAOMENDICUNTS NA ITO!,0,0,0,1,0,0
381,"anyan ang mga pastor na bulaan ngayon! Mukhang pera pa, pagpapayaman lang alam, pagpapagawa ng kapilya Ganyan sa Sabadista, katoliko, Born Again",0,0,0,0,1,0
382,"Putang inang mga chekwa talaga. Not only are you spreading viruses, you’re walking cancers to society as well",0,0,0,1,0,0
383,lagi mong tatandaan yan trisha WALA KANG KWENTA WALA KANG SILBI,0,0,0,0,0,1
384,"Kinginamo ekis kana samin, nakuha mo inis naming lahat. Wala kang utang na loob, tinuring ka ng kaibigan nagawa mo pang manira behind our back. Ikaw yung literal na hipon sza, sinasabi ko sayo dami umapproved na hipon ka talaga. Ipit suso ka?stay ka lang jan sa shota mong cheater",0,0,1,0,0,0
385,Mentally challenged ka naman pala kaya ka ganyan! Girl bisita ka madalas sa psychiatrist mo me bata ka pa naman kelangan alagaan at hubugin para di maging tulad mo,0,1,0,0,0,0
386,PUTANGINA MO BOBO CHINGCHONG FUCK U GAGO TANGA KA. Do you recognize these words? Hahaha,0,0,0,1,0,0
387,napaka tarantado talaga nitong babaeng ito,0,1,0,0,0,0
388,okay lang patayin pero inaaya ako sumamba sa church aihasbdriabserib pick a goddamn struggle please thank fucking God i did not grow up to be a closed minded sexist fuck,0,0,0,0,1,0
389,nung may marriage booth kami dati yung kaklase naming gwapo pero tarantado pinagkakaladkad ng mga kaibigan nung mga babae na may gusto sa kaniya daming marriage certificate jusko,0,1,0,0,0,0
390,isang case ng red horse tatlo lang naman kami kinginang nognog talaga to amputa hahaha,0,0,1,0,0,0
391,"TANGINA NYO DUTERTE, MARCOS, GO, PANELO, CAYETANO, VILLAR",0,0,0,0,0,1
392,"POTANGINA YANG BAGONG BONG REVILLA GMA SHOW NA YAN, DAPAT IBOYCOTT ANG PRODUKTO NA MAGAADVERTISE JAN",0,0,0,0,0,1
393,"TANGINA GMA, KINUNSINTE NYO PA SI REVILLA",0,0,0,0,0,1
394,"""evangelical pastors"" ah yung lider ba ng mga kulto ang pakikinggan natin? Tangina niyo",0,0,0,0,1,0
395,tAnginA? twelve years old may ex na? gago mga panahong yon nagbebenta lang ako ng pogs tas kakalabanin ko yung bumili eh.,1,0,0,0,0,0
396,Puro egoismo na walang kwenta,0,0,0,0,0,1
397,tangina toxic ng baby boomers sa facebook. Mag candy crush na lang kayo pls,1,0,0,0,0,0
398,ung relasyon niyo ng jowa mo papalit mo lang sa bagong kakilala mo bobo mo gurl panget ka nga tanga pa pumili HAHAHAHA bobobo talaga ng mga babae,0,1,0,0,0,0
399,TANGINUH TALAGA NG GURANG NA TO WALA KONG PAKI KUNG ANG DAMI MO NG KINAIN NA BIGAS WHATSOEVER SANA MABULUNAN KA,1,0,0,0,0,0
400,Putang ina lahat ng DDs lahat ng kapit tokong BOrn again chriatian Mga INC lahat kaung mga supporters at enabler ng kasamaan tagos na mga pasakit niyo putang ina nyo,0,0,0,0,1,0
401,"AMPANGET MO! , ANG TABA MO! , BOBO KA!",0,0,1,0,0,0
402,"ngayon naman forda jejemon daw, teh tignan mo nga sarili mo. di ka lang jejemon putangina mo bobo ka na nga, panget ka pa. ayan ang tunay na nakakaiyak",0,0,1,0,0,0
403,PUTANGINA TOTOO NGA YOGA IS A SATANIST RITUAL PUKINGINA IVE BEEN TELLING MY FRIENDS TO STOP IT FUCK HINDUISM,0,0,0,0,1,0
404,Saludo ako sa mga babaeng ang lalandi kahit ang papangit ng mukha,0,1,1,0,0,0
405,girl gamer girl gamer potang ina mo bobo ka,0,1,0,0,0,0
406,"Gurl hahaha may koneksyon tatay mo sa drug lord but lezz just keep that no? HAHAHAHA pakyu. Bata ka pa lang bitch ka na, manang mana sa nanay mo.",1,1,0,0,0,0
407,Gago Instagram saka Messenger anuena meta bawal magsend ng pictures,0,0,0,0,0,1
408,ULOL PAKYU MGA PULIS SALOT KAYO SA LIPUNAN,0,0,0,0,0,1
409,"pakyu, mukha kang etits.",0,0,1,0,0,0
410,Ay sa putang inamoka ang ingay ingay mo wala ka namang ambag sa inyo. Napakabobo putang inamo wala kang kwenta. Bobo ka muka kang aso na may galis bobo. Tang inamo palamunin bobo tanga tanga,0,0,1,0,0,0
411,Hoy tama n isang anak s inyo ha! Wag kau magkakalat ng lahi ninyong pangit borga ang ilong pokpok,0,1,1,0,0,0
412,The racism on the replies lmfao need y’all gone permanently from the face of the earth. Mga hinayupak na kano pa mostly amputa,0,0,0,1,0,0
413,"PUTA KAYONG MGA MOTORCYCLE RIDERS NA IBANG SASAKYAN NAKATIGIL NA, IKAW PA RIN YUNG DUMEDERETSO SA PEDESTRIAN LANE AT DADAAN SA HARAP NG MGA TUMATAWID. ANG KAPAL NG MUKHA MO BUMISINA KA PA. AT COUNTERFLOW PA MGA BOBO. PRA KAYONG MGA NATATAE LAGI.",0,0,0,0,0,1
414,TANGINA NYO MGA MAINLAND CHING CHONGS BAT PARE-PAREHAS ANG UGALI NYONG MAGASPANG NA MAHILIG MAG-CUT NG LINE. AMBABAHO NYO PANG MGA HINAYUPAK KAYO.,0,0,1,1,0,0
415,nakwestyon ko bigla pagiging straight ko kasi pucha naghahanap ako lalaking gwapo sa boracay pero babae mas napansin ko,0,1,0,0,0,0
416,PUTANGINAMONG BADING KA SA KABILANG DEPARTMENT NA MINESSAGE PA KO DAHIL DI AKO NAGFOLLOW BACK! CANCER POST MONG ENTITLED GAY LLAMA KA! IBOBLOCK KITA RIGHT AFTER YOUR LAST DAY HERE!,0,1,0,0,0,0
417,TANGINANG PANELIST HINDI MAKUNTENTO SA MGA GINAGAWA NAMIN SA THESIS!!!,0,0,0,0,0,1
418,"Who tf do u think u are para katakutan? Magsama sama kayong baby bra warriors! MGA BOBO! Hampaslupa kagaya ng idol mo. Isang bobong pinagdidiinan sarili sa taong tinaboy na sya. Kawawa naman, hirap ba ipaintindi na HINDI KANA MAHAL HAHAHAHAHA HINDI NA MAHAL",1,0,0,0,0,0
419,haha tangina malalanding bading,0,1,0,0,0,0
420,bwisit na babae to feeling virgin kinantot naman ng karamihan,0,1,0,0,0,0
421,Y some Christians be like “Yeah patayin them for they have sinned” But “Let those who have not sinned cast the first stone and if God can forgive why can’t we and who are we to judge”,0,0,0,0,1,0
422,Yung mga bading talaga tumutulong mga kupal eh HAHAHAHA. Napapangiti nyo ko mga badjao,0,1,0,1,0,0
423,PAGBAKLA ka. below the belt na? HAHAHAH Tangina niyong mga LGBT e BAKLA ka naman talaga ah. HAHAHAGA,0,1,0,0,0,0
424,ayoko na sana magsabi ng kung anu ano pero POTAH KAININ NIYO LAHAT NG PINAGSASASABE NIYO SA BATA KO PAKYU KAYONG LAHAT 🖕🖕🖕,0,0,0,0,0,1
425,What can you expect with INC NET25. Mga demonyo.,0,0,0,0,1,0
426,putANGINA Mo POKPOK THE ACIDITY OF THIS BITCH TO LOOK CUTE WHILE WEARING NOTHING AT ALL,0,1,0,0,0,0
427,puta bading si david,0,1,0,0,0,0
428,kala mo bingi na di nadidinig lahat ng pinag babawal sarap tadyakan,0,0,1,0,0,0
429,mag rant ka dun sa ka putanginahan mong gago ang landi mo tangina mo putang ina mo talaga puta ka puta ka ma hulog ka sana putangina mo,0,0,0,0,0,1
430,Bobo ng admin haha tang ina 7 years old ata to haha.,1,0,0,0,0,0
431,TANGINA NIYO MGA MARCOS MGA MAGNANAKAW NA HINAYUPAK,0,0,0,0,0,1
432,"Ang plastik mong bobo ka. Either saksakak ka ng pagka-ipokrito or wala kang pambili. Eithe way, tangina mo ugaling komunista.",0,0,0,0,0,1
433,"TANGINA KA WALA DIN AKONG PAKIELAM SA GENERATION NIYO HA TANGINA IBA PANAHON NIYONG MGA BOBO BOOMER KUMPARA NGAYON, SABIHIN NALANG NATIN KAYA SOBRANG HIRAP NG BUHAY NGAYON DAHIL SA MGA KATARANTADUHAN NUNG LINTEK NIYONG GENERATION DAHIL NASIRA ANG JOB CULTURE DAHIL SA TANGINANG PANANAW NIYO SA BUHAY",1,0,0,0,0,0
434,HAHAHAHAHA dinelete nya ata????????? not sure HAHAHAHAAHAHA pero sarap awayin ng mga entitled millennials.,1,0,0,0,0,0
435,kadiri ka! Asa naman yung badjao na yun. Haha kainis ka. Hmp. Hmm di ko alam ee baka nextyr . Kaw?,0,0,0,1,0,0
436,Sarap barilin sa mukha ng mga manyakis na arabo pweeeeh!,0,0,0,1,0,0
437,tangina mong babae ka sad girl bwiset kala ko ba mag sama sila tas wala kang pake eh bat nag sasanaol kapa dyan kawawa pangit mo kasi tangina mo sama pa ng ugali ano ba yan lahat nalang ata masama sayo panget che,0,1,1,0,0,0
438,"tanginang mga gurang to bat ba pag minor kausap nyo palaging sexual ang chats??? putangina kayo ah mga manyak ano pake ko kung apat na babae na ang na fingger mo tanginamoka",1,0,0,0,0,0
439,"ISA KA PA EDSEL SALVANA INUUNA MO RIN PULITIKA KAYSA PAGIGING DOKTOR, ""WE CONTAINED THIS"" MY ASS TAPOS ANGBILIS MAKAKUDA NG THIS SHOWS THE EFFECTS OF ECQ TANGINA MO DI NIYO NGA TINETEST LAHAT NG PUI/PUM TAPOS SASABIHIN NIYO UMEEPEKTO QUARANTINE NIYO MGA PUTANGINA",0,0,0,0,0,1
440,TANGINA HINDI KO UTANG ANG BUHAY KO SA INYO AH DAHIL KUNG PWEDE LANG MAMILI NG MAGULANG BAGO AKO IPANGANAK HIND KAYO ANG UNANG PAPASOK SA UTAK KO,0,0,0,0,0,1
441,INUTIL TANGA BOBO!! LAHAT NG TALINO NAPUNTA SA SUSO!!!,0,0,1,0,0,0
442,"kanina ka pa punyeta ka YAWA KA PESTE KA , KAPAL NG MUKHA MONG PAKIALAMAN ANG TWEETS KONG MUSLIM KA",0,0,0,1,1,0
443,"wala naman talaga pero may tanga ikaw bakla walang pinanganak na bobo mabagal lang pumickup o tamad lang mag aral pala desisyon ka sa buhay mo sana hindi kana magising",0,1,0,0,0,0
444,Pakyu sagad! Sa mga babae na nanggagago at nanloloko lang mga tropa kong seryoso.,0,1,0,0,0,0
445,haha pakyu ka tanginamo bitch the fuck tangina mo gago ka tarantado hinayupak ang kapal mo tangina ka,0,0,0,0,0,1
446,PUTANGINA MO BOBO KA BA DIRECT QUOTES ARE BEST SOURCE FOR NEWS PUTANGINA MO BAKIT DI MO SABIHIN SA DUTERTE NA BIBIG NIYA PANG TABLOID BECAUSE HE IS A MOTHERFUCKING STUPID BOOMER WHO CAN'T PROVIDE SOLUTIONS FOR THE PEOPLE OF THIS COUNTRY PAKYU,1,0,0,0,0,0
447,"Walang hiya!  Ang pagkakakilala ko sa mga Bicolano, may integridad at paninindigan!",0,0,0,1,0,0
448,SARAP SAKSAKIN SA MATA NUNG MGA BULAG,0,0,1,0,0,0
449,MGA ULOL NA PARING KATOLIKO...HIPOKRITO!,0,0,0,0,1,0
450,TANGINANG MUSLIM TO WALA NAMANG ALAM DI NA LANG MANAHIMIK,0,0,0,1,1,0
451,"Hindi ako pupunta sa Pasig, Malabon and Mandaluyong branches PUTANGINA KANG SIRAULO KANG MONGOLOID PILOT KA. KAYA TAPUSIN MO ANG PA-MAINTENANCE MO PUTANGINA MO. AT HINDI AKO ISANG CHEF AT HINDI RIN AKO MAGTATAYO NG COFFEE SHOP. MAS LALONG HINDI AKO MAGTATRABAHO NG LIBRE FOR YOU.",0,0,1,0,0,0
452,CHINGCHONG NUMBAH WAHN EATER! MUKBANG PA MORE MGA TANGA,0,0,0,1,0,0
453,i don’t get the point of bringing your gay child to a place where they’ll be taught how to be straight???? together with other ??? gay??? kids???? tangina bat ba ganito mga movies pag ayaw ng magulang na bakla anak nila im💀,0,1,0,0,0,0
454,TANGINA MO DUTERTE ANONG KLASENG SPEECH YUN PURO GASLIGHTING HARAPANG GAGUHAN AMPUTA TANGINA MO NAMAMATAY MGA TAO TAPOS NAPAKABANAYAD PA RIN AMPUTA,0,0,0,0,0,1
455,pakshet kayo teka umiiyak na yung tao guard may bading,0,1,0,0,0,0
456,Isang beses pang ipahiya niyo ulit yung tatay ko putangina iimik na ko kahit mas matanda pa kayo.,1,0,0,0,0,0
457,tanginamo sobrang bobo mo kesa kumukuda ka dito ng mga kashitan mo bat di ka manahimik at hiludin yang tuhod mo. ANG TANDA TANDA MO NA BOBO KA PA,1,0,0,0,0,0
458,Older millennials and their judgy personalities. Tangina.,1,0,0,0,0,0
459,“benta mo na sakin yung soot mong damit sa md mo” ulol pakyu ka maemae ang panget panget naman nga sayo nito aagawin mo,0,0,1,0,0,0
460,"Nakakaburat tong client na to puta. Bibigyan ng solusyon pero ayaw gawin, bobo ka ba. bobo ka ba ilan months na to bobo ka ba tangina nyo ulol pakyu mga tanga. lalaki ng sweldo nyo pero ang bobobo nyo tanggina nyo ulol betlog nyo walo tanga",0,0,0,0,0,1
461,"Jusko kakahiya maging born again minsan, puro conspiracy theories and mysticism paka tanga sa common sense, masasampal sila ni Jesus eh",0,0,0,0,1,0
462,"KUPAL NA BOSS,KUPAL PA HR SAME VIBES BISAKOL KASE TANGINA HAHAHAHAHA",0,0,0,1,0,0
463,La q pake kung matanda ka kingina mo. Makita lang kita ulit di aq papayag wala akong gawin sayong putang ina mo,1,0,0,0,0,0
464,Papansin na naman tong mga salot na to. Kulang ka ba sa kantot at aruga? Epal amputa,0,0,0,0,0,1
465,Linuluto pa ng mga referees hahaha tangina talaga pagka sa China ginagawa mga laro eh 🤣,0,0,0,1,0,0
466,LAMBOT MO GAGO BINABAE KASI AMPUTA,0,1,0,0,0,0
467,Di niyo kinalalaki pagiging dugyot at pagbabastos sa mga babae & gays lol.,0,1,0,0,0,0
468,"BUDDHA IS JUST A FAT ASS MOTHERFUCKER WITH CLOSED EYES, MAS PLEASING PA SA MATA SI MAJIN BUU PUCHA",0,0,0,0,1,0
469,Tomboy na feeling fuckboy amputa!!! May tite ka?!!?!?!,0,1,0,0,0,0
470,ulol dhil ang iglesia gsto sa kampon ng demonyo dhil demonyo c diutae bwahaha,0,0,0,0,1,0
471,skusta clee feeling pogi panget mo tanga,0,0,1,0,0,0
472,Tangina nung matandang lalaki na ehem ng ehem sa tabi ko. Sigarilyo pa more hanggang sa sumuka ng dugo.,1,0,0,0,0,0
473,demonyo ka pope francis sana mamatay ka na putaca pedophile,0,0,0,0,1,0
474,"Patayin ang mga arabo, sila yung nagsulat ng algebra",0,0,0,1,0,0
475,"Mga matatandang kung makasabon sa mga millenials na tamad sila, sarap nyo din sabunin. Ang linis nyo po. Ganito kami dahil sainyo.",1,0,0,0,0,0
476,Tangina talaga ni Gata-Pantone.. Bakla anung bitamina mo nung bata.. Hahahaha grabe ka,1,1,0,0,0,0
477,Puro suso pangit naman hahaha ang lande pa nyan,0,0,1,0,0,0
478,BABAE TAS GF DOES MY MAKEUP PAPASOK NAKO SA HOMOPHOBIC ERA KO PUTANGINA NYO MGA BAKLA,0,1,0,0,0,0
479,Feeling maganda ampota. Ang baho ng pekpek mo gago!,0,0,1,0,0,0
480,youre so braindead ngl in other words in dota putangina mo ampota bobo mo bisaya ka,0,0,0,1,0,0
481,"Sa employee kanina na bobo at bingi na hindi makaintindi na yung headset nga ay mas mahina nga kesa dun sa isang part, mamatay ka na. ",0,0,1,0,0,0
482,mga proud na born-again christian sa church pero ang basura ng ugali sa bahay!!,0,0,0,0,1,0
483,Reyna bobo ka ulul pakyu masyado kang kampante tangina mo,0,0,0,0,0,1
484,pinanganak kang bobo lalaki kang bobo mamamatay kang bobo,0,0,0,0,0,1
485,POTANG MGA ANIMAL RIGHTS ACTIVIST TO BAKIT HINDE KAYO SA SABUNGAN PUMUNTA AT MAG PROTESTA,0,0,0,0,0,1
486,TANGINA NYO MGA NAGBUBUNGKAL NG SEWER CAP SA DAAN MAMATAY NA KAYO.,0,0,0,0,0,1
487,ui neck deep pakinggan mo to pop punk posiposi manoverboard realfriends blablabla tangina muka kang jehova's witness na kumakatok sa pintuan,0,0,0,0,1,0
488,Kainis 'tong mga Kano na 'to na ponagmumukhang bobo ang mga taga-Third World. Ang eengot!,0,0,0,1,0,0
489,Sarap kaibigan ng mga bingi. Pwede ko sila kanchawan at pagsigawsigawan HAHAHHAAH,0,0,1,0,0,0
490,"ISLAM INSPIRED ISIS PUTANGINA NYONG MGA MAG-DE DENY ILAN NA NAPATAY NG MGA MUSLIM, DI PA RIN RELIHIYON YUNG SISISIHIN? FUCKING BULLSHIT",0,0,0,1,1,0
491,"ah yung mga badjao? they're kadiri noh hahaha, nag dumi tapos ang kulit, tangina, pag di ka pa nagbigay ipapakulam ka hahaha",0,0,0,1,0,0
492,kagigil ka be kala mo naman ang ganda mo ulol sana sumami yang tigyawat mo hanggang sa pumanget ka lalo 🌵,0,0,1,0,0,0
493,Di makontrol ng baklang pari na to yung isang matang ahas na may bayag kaya umaabuso ng mga batang walang kamuwang muwang,0,1,0,0,1,0
494,Nakakahiya mga 35-44! Akala ko di kayo madadala ng fake news!! Nako nakakahiya kayo. We are millenials and naranasan na natin ang GMA presidency.,1,0,0,0,0,0
495,hirap masangkot sa mga third party na issue potaena ako lagi una sinisisi kahit yung mga jowa naman nila yung may sabit umagang gaguhan ampota,0,0,0,0,0,1
496,Kaya nga eh! Tintigasan ako sayo? Fuckshit. Yung mukhang Aeta na yun? A'ah. Kakarume,0,0,1,1,0,0
497,Ayusin nyo muna sea server pls patayin niyo na lahat ng bisakol na walang trabaho,0,0,0,1,0,0
498,"ahahahaha ayan na sila wala daw dapat kulay, wag daw i-divide mga tao. KALA MO DI SILA NAG PAUSO NG DILAWAN AT CONSISTENTLY SOWING DIVISION? tapos ila-like ng mga ang boto ay ididikita ng kanilang relihiyon? tangina nyo mga boomer pakyu",1,0,0,0,0,0
499,KUHANG KUHA MO INIS KO ATE KUNG SINO KA MAN PAKYU BOBO MO NAMAN SINILANG KA SIGURONG TANGA TANGA,0,0,0,0,0,1
500,MAY BAGONG VIRUS NA NAMAN TANGINA TALAGA NG MGA CHEKWA NA TO LAHAT NA LANG KINAIN GUTOM YARN GUTOM BOBO,0,0,0,1,0,0
501,kingina sis lumpo ka? pahirap ka lang sa buhay ng jowa mo 🙄🙄,0,0,1,0,0,0
502,mother theresa might just lick the pope's ass both were devils,0,0,0,0,1,0
503,Kala mo kung sino ka! tangina mo! ang itim mo gago! pero mas maitim pa rin ang singit mo!,0,0,1,0,0,0
504,Magpakamatay ka na pang bobo ka. Gusto mo yata panot na presidente bobo,0,0,1,0,0,0
505,pero dun sa mga promotor ng rally ipagdasal din natin na MAMATAY NA SILA kasama ung mga pari at madre na bulaan.,0,0,0,0,1,0
506,"Bisakol amputa"" pag nabobo ka pa alam mo na kung ano ka! -tamaan deads",0,0,0,1,0,0
507,mga muslim na terorista dapat sa inyo pinupugutan eh,0,0,0,1,1,0
508,Ngayon ok na LGBT sa islam. Go to hell,0,1,0,0,1,0
509,galit parin ako sa babaeng nagsabi na pick me girl daw ako kasi madaldal ako sa live chat pakyu sila,0,1,0,0,0,0
510,feeling pogi pakyu mukha kang pagong,0,0,1,0,0,0
511,Tong pari na to kinaiinisan na ng hangal niyang diyos.,0,0,0,0,1,0
512,Bobo ng ibang matanda sa internet e,1,0,0,0,0,0
513,tangina nyo baby bra warriors mga batang hamog nang aaway nanaman kayo ng ibang fandom ang totoxic nyo mga feeling superior masyado mga kns,1,0,0,0,0,0
514,"TANGINA MO EROS,KE BATA BATA MO PA KAWAWA NAMAN PALA TALAGA SI BEBE SKY NUNG TEENAGER KAYO…🫠🫠DESERVE MO KARMAHIN OKAY. ISA KA PA, ABISNAIL, NAMERLS, GRIPUHAN KITA JAN EH, PAKYU, ANG BOBO-BOBO N’YO NAMAN❓❗️❓❗️🤨😮‍💨🤯",1,0,0,0,0,0
515,"Minura ni Digong ang Diyos, ang Santo Papa, sinabihan ang mga tao na patayin ang mga pari at obispo. Walang lungsod o bayan na nagdeklara sa kanya as persona non grata, walang politiko na kumuda tas ngayon andami ninyong kuda kay Luka.",0,0,0,0,1,0
516,Kick niyo na mga muslim sa quiapo mga salot,0,0,0,1,1,0
517,Porket muslim pwede kana magyabang pakyu ka mamatay ka na,0,0,0,1,1,0
518,ako lang ba nakakapansin na mukang mga autistic yung mga koreano? hahahaha tangina iisa lang mga muka e,0,0,1,1,0,0
519,"""ayoko nga ng may baklang bata eh."" sabi ng bakla kong coteacher. tangina mo ka.",1,1,0,0,0,0
520,kasalanan mo to dutite tangina mo ka gago ka PAKYU mukha kang betamax,0,0,1,0,0,0
521,kingina niyo mga bulag sarap patayin sinasaksak kakampi amp,0,0,1,0,0,0
522,tanginamo gago hayup kang tarantadong kupal ka animal salot sa lipunan pakyu ka talagang bwisit ka,0,0,0,0,0,1
523,PUTANGINANG ANOTHER CULT NA EL SHADDAI GAGO ANG DAMI NYONG NASCAM PUTACA BRO ELI,0,0,0,0,1,0
524,Ang tatanga talaga ng take ng ibang Born Again Christians re: Taylor Swift fans dun sa Trinoma and ung issue ni Moira at Jason. Sarap maging banal banalan porket sa bibliya sila nakapit hahaha.,0,0,0,0,1,0
525,mero pa bastos kadiri mga arabo at indian! Tsk tsk..,0,0,0,1,0,0
526,luh bakit parang alam mo yung nangyari sakin haha iniwan ako sa mababaw na rason punyetang babae yan,0,1,0,0,0,0
527,Ulol tangina mo mas maitim ka pa sa badjao gago,0,0,1,1,0,0
528,"WALANG KWENTA ANG KASABIHANG ""KABATAAN ANG PAG ASA NG BAYAN"" SAPAGKAT BINGI ANG MGA NAKAKATANDA SA MGA SIGAW NAMIN.",1,0,0,0,0,0
529,Putangina mga mga chingchong yan kulang na lang kainin sariling ari putangina,0,0,0,1,0,0
530,"lumang meme pero pare, WEEDS AMPUTA tangina ano ka 15 years old? gago.",1,0,0,0,0,0
531,Ang Tao ay ginawang dalawang kasarian lamang pero bakit gusto ng iba na Maging bakla at tomboy. Puta LGBT community pa kayong nalalaman eh. Lalaki pa rin naman kayo. Mga nagmamaganda ampota.,0,1,0,0,0,0
532,Wag ka na mahiya. Maglaslas ka na lang kesyo pagsigawan pa oa neto,0,0,0,0,0,1
533,Ikaw bobo ang taba taba mo panget na bobo pa amf,0,0,1,0,0,0
534,leche sabiban banaman ako ng very noisy gunggong na gurang nato didikdikin ko punyeta sya,1,0,0,0,0,0
535,Third World Republicans are the worst. Basta Born-Again masama ugal,0,0,0,1,1,0
536,alexa pwede mo naman ibenta yong pamangkin mo kay kd parang vic sotto at pauline luna lang yan more than ang age gap pucha kang babae ka alexa wala kana talagang delikadesa pati pamangkin mo binebenta mo gago,1,1,0,0,0,0
537,magsabi ka kase kung may problema ka mama mo tas sasabihan mo kong maarte??? pakyu ulol tanga bobo palpal gago putanginamo,0,0,0,0,0,1
538,HAHAHAHA TANGINA NUNG BATA SA TINDAHAN TINANONG SA AMA KO KUNG BAKLA DAW AKO KCI INIIRAPAN KO SIYA ABHSHAHSYSYS,1,1,0,0,0,0
539,yung reklamador na bakla na gaya mo dapat tumitigil na sa pag hinga ang perfect niyo masyado eh putang ina mo gago ka kung hirap ka sa buhay magtrabaho ka di yun asa mo sa pangulo bobo,0,1,0,0,0,0
540,Let us pray.. na matuloy ang Tsunami para maraming bisaya ang mamatay,0,0,0,1,1,0
541,TINGIN MO MAGANDA KANA NYAN SA BLOND MONG BUHOK? ULOL MUKHA KANG BADJAO TANG INA MO!,0,0,1,1,0,0
542,Bro. Eli Soriano? Yung live on tv na nagmumura habang nagsesermon? Ulol pakyu buti nga sayo dedo ka na.,0,0,0,0,0,1
543,damn hypocrites lalo na si manny pacman pakyu na isang retarded na pastor bobo tangino mo ,0,0,0,0,1,0
544,"putang ina bat ang hirap pumasok sa gobyerno tang ina mo duterte tapos yan si bam ui may pangakong aayusin ang unemployment wow sakto sa eleksyon mo naisip gawin yan henyo ka pala, isakang pantas.tang ina nyo",0,0,0,0,0,1
545,KALA MO MAGANDA TANGINA AMPANGET MO GAGO! PAKYU KPOKPOK FANS.,0,0,1,0,0,0
546,so don sa nag sasabing panget kami ULOL MGA AMERIKANANG HILAW MAPUTI LANG KAYO GAGO KALA NYO DI KO KAYO PAPATUSIN HAHA GAGO,0,0,1,1,0,0
547,"Wag moko ma-good morning, ni hindi ka nga nagpapadala ng pera samin. Binatang binata lifestyle mo eh. Parang wala kang anak. Pakyu",1,0,0,0,0,0
548,“gago ang taba mo” “tabi nga laking harang” “laki mo” “flat nung sumakay ka” ,0,0,1,0,0,0
549,Tangina Ang ingay mo para kang badjao wala ka namang tambol HAHAHHAAHHAHA bobita,0,0,0,1,0,0
550,Nakaka-punyeta lang itong mga Katoliko kuno na kala mo kung sino magsalita laban sa simbahan pero kapag may misa hindi naman nakikinig.,0,0,0,0,1,0
551,FUCK YOU POPE FRANCIS YOU DAMN LIZARD,0,0,0,0,1,0
552,naniniwala ka pa bang mababago mo ang isang babaerong kupal,0,1,0,0,0,0
553,"Putanginang Corpuz to tama na daw ako kase leader ako, e putangina mong hayop kang babae kang Iglesia na putangina mo kelan ka naging tamang putangina mo wala ka na nagawa wala ka pang nagawang tama sa buhay mong putangina mo",0,1,0,0,1,0
554,POTANGINANG MANAGER TO PATI KAPE KO PINAGBAWAL DAHIL WALANG IBANG MATURO DUN SA ZAGU AKO PINAGIINITAN!! PAKYU MATANDA KA!,1,0,0,0,0,0
555,shout out sayo kuyang nambastos sa akin kanina😁mamatay kana tanga kapag ako napuno sayo uuwi kang lumpo sa inyo😊,0,0,1,0,0,0
556,"NEGRO AMPUTA! Hahahaha. Bei wag kasi magpainosente kunwari, magmamadre ka ba?",0,0,1,0,1,0
557,Dami mong alam pareho lang kayo bobo -_- NIGGER kayo pareho hahahahahah!! Mukha pang unggoy=)) mahaba lang baba ni ken,0,0,1,1,0,0
558,Naiirita ko sa itsura ng gaga. Kamukhang kamukha niya yung bully ko nung highschool. HAHAHAHAHA. Yung mukhang mabait at kalma pero demonyo.,0,0,1,0,0,0
559,Tang inang bumbay sa tiktok kadiri ampt,0,0,0,1,0,0
